form	lemma	POS	morph
ཀ་	ཀ་	DET
བཞེངས་པ་	བཞེངས་པ་	VERB
སོགས་	སོགས་	DET
ཀྱི་	གི་	PART
རྟོགས་བརྗོད་	རྟོགས་བརྗོད་	NOUN
སྨད་ཆ་	སྨད་ཆ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
སྤང་	སྤང་	VERB
ལུང་	ལུང་	NOUN
བློ་བཟང་	བློ་བཟང་	PROPN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
འམ་	གམ་	PART
དད་པ་	དད་པ་	VERB
མཁན་པོ་	མཁན་པོ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
སྤང་	སྤང་	VERB
ལུང་	ལུང་	NOUN
བློ་བཟང་	བློ་བཟང་	PROPN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
འི་	གི་	PART
གསུང་འབུམ་	གསུང་འབུམ་	NOUN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
དད་པ་	དད་པ་	VERB
མཁན་པོ་	མཁན་པོ་	NOUN
བློ་བཟང་	བློ་བཟང་	PROPN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
ལ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
འི་	གི་	PART
གཏམ་རྒྱུད་	གཏམ་རྒྱུད་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
མཚོ་སྣ་	མཚོ་སྣ་	NO_POS
བ་	བ་	ADP
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
༑		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
སོ་སོ་	སོ་སོ་	PRON
ཐར་པ་	ཐར་པ་	VERB
འི་	གི་	PART
འདུལ་བ་	འདུལ་བ་	VERB
འི་	གི་	PART
བསླབ་བྱ་	བསླབ་བྱ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
དོན་ལྡན་	དོན་ལྡན་	ADJ
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འཇམ་པ་	འཇམ་པ་	VERB
འི་	གི་	PART
དབྱངས་	དབྱངས་	NOUN
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
སྟོབས་	སྟོབས་	NOUN
འབའ་	འབའ་	VERB
གྱིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
ཤཱཀྱའི་		NON_WORD
དགེ་སློང་	དགེ་སློང་	NOUN
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
སྟོབས་	སྟོབས་	NOUN
འབའ་	འབའ་	VERB
གྱིས་	གིས་	PART
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ཤེ་		
སྙིང་	སྙིང་	NOUN
མདོ་	མདོ་	NOUN
འི་	གི་	PART
སྦས་དོན་	སྦས་དོན་	OTHER
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
ཉི་མ་	ཉི་མ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཆོ་	ཆོ་	NOUN
སྨྲ་བ་	སྨྲ་བ་	VERB
འི་	གི་	PART
བཙུན་པ་	བཙུན་པ་	NOUN
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
ཀྱིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ཚེ་	ཚེ་	NOUN
དཔག་མེད་	དཔག་མེད་	ADJ
མ་	མ་	PART
གཅིག་	གཅིག་	NUM
གྲུབ་	གྲུབ་	VERB
རྒྱལ་	རྒྱལ་	VERB
ལུགས་	ལུགས་	NOUN
བསྒྲུབ་	བསྒྲུབ་	VERB
བརྒྱུད་	བརྒྱུད་	NO_POS
ཐུན་མོང་	ཐུན་མོང་	ADJ
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
བསྐྱེད་རྫོགས་	བསྐྱེད་རྫོགས་	NOUN
ཀྱི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
ཚེ་	ཚེ་	NOUN
འི་	གི་	PART
བཅུད་ལེན་	བཅུད་ལེན་	NOUN
གྱི་	གི་	PART
རིལ་བུ་	རིལ་བུ་	OTHER
སྦྱར་	སྦྱར་	VERB
ཚུལ་	ཚུལ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
སྒོམ་ཆེན་པ་	སྒོམ་ཆེན་པ་	NOUN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
དཔལ་	དཔལ་	OTHER
བཟང་པོ་	བཟང་པོ་	ADJ
ས་	གིས་	PART
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
གྲུབ་	གྲུབ་	VERB
རྒྱལ་	རྒྱལ་	VERB
ལུགས་	ལུགས་	NOUN
ཀྱི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
རྗེས་གནང་	རྗེས་གནང་	NOUN
གི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཚ་	ཚ་	VERB
ཆེན་	ཆེན་	NO_POS
བློ་གསལ་	བློ་གསལ་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
དཔལ་	དཔལ་	OTHER
ས་སྐྱ་པ་	ས་སྐྱ་པ་	PROPN
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
བསྲུངས་	བསྲུངས་	NO_POS
ཀྱི་	གི་	PART
བསྟོད་ཚོགས་	བསྟོད་ཚོགས་	OTHER
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
འགྲོ་མགོན་	འགྲོ་མགོན་	NOUN
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྟེན་	རྟེན་	NOUN
བཅའ་བ་	བཅའ་བ་	VERB
འི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
རྒྱལ་	རྒྱལ་	VERB
ཚ་	ཚ་	VERB
ལུང་	ལུང་	NOUN
མང་པོ་	མང་པོ་	ADJ
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
གིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
ཚ་	ཚ་	VERB
ལུང་	ལུང་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
གིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རང་	རང་	PRON
སྲུང་	སྲུང་	VERB
ཆེན་	ཆེན་	NO_POS
མོ་	གོ་	PART
མིང་	མིང་	NOUN
ཚེ་	ཚེ་	NOUN
ཉི་ཤུ་པ་	ཉི་ཤུ་པ་	NUM
འི་	གི་	PART
བྲི་	བྲི་	NO_POS
ཡིག་	ཡིག་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
ས་	གིས་	PART
ཞང་	ཞང་	PROPN
སྟོན་	སྟོན་	VERB
ཆོས་རྗེ་	ཆོས་རྗེ་	NOUN
ལ་	ལ་	PART
གནང་བ་	གནང་བ་	NO_POS
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
འགྲོ་མགོན་	འགྲོ་མགོན་	NOUN
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ཟབ་པ་	ཟབ་པ་	VERB
འི་	གི་	PART
ཡང་ཏིག་	ཡང་ཏིག་	OTHER
གི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྩ་	རྩ་	NUM
གསུམ་	གསུམ་	NUM
ལ་	ལ་	PART
བརྟེན་པ་	བརྟེན་པ་	VERB
འི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
མདོར་བསྡུས་པ་	མདོར་བསྡུས་པ་	OTHER
གོང་མ་	གོང་མ་	ADJ
ས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཅུང་ཟད་	ཅུང་ཟད་	ADV
རྒྱ་	རྒྱ་	VERB
སུ་	ལ་	PART
བཏང་བ་	བཏང་བ་	VERB
དམ་པ་	དམ་པ་	VERB
ས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
གསང་	གསང་	VERB
རྟེན་	རྟེན་	NOUN
ལུས་	ལུས་	NOUN
རྦ་	རྦ་	PROPN
རྣམས་	རྣམས་	DET
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
གྲག་	གྲག་	VERB
ཀྱིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྟ་མགྲིན་	རྟ་མགྲིན་	PROPN
གསང་	གསང་	VERB
སྒྲུབ་	སྒྲུབ་	VERB
ཀྱི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
འཁྱེར་	འཁྱེར་	NO_POS
ཚིགས་བཅད་	ཚིགས་བཅད་	NOUN
པད་	པད་	NO_POS
རག་	རག་	VERB
འཕྲེང་བ་	འཕྲེང་བ་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
སྨྱུང་གནས་	སྨྱུང་གནས་	NOUN
བླ་མ་	བླ་མ་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
དཔལ་	དཔལ་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
ཆེན་པོ་	ཆེན་པོ་	ADJ
གུ་	གུ་	NOUN
གྱི་	གི་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
ཀྱི་	གི་	PART
ལས་ཚོགས་	ལས་ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
ལྔ་པ་	ལྔ་པ་	NUM
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
གསན་	གསན་	NO_POS
ཡིག་	ཡིག་	NOUN
གི་	གི་	PART
གོ་རིམ་	གོ་རིམ་	NOUN
བཞིན་	བཞིན་	NOUN
བསྒྲིགས་པ་	བསྒྲིགས་པ་	VERB
འི་	གི་	PART
པོད་	པོད་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
འི་	གི་	PART
དཀར་ཆག་	དཀར་ཆག་	NOUN
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
གིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ནག་པོ་	ནག་པོ་	ADJ
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
ཟུང་འཇུག་	ཟུང་འཇུག་	NOUN
ལ་ཉེ་	ལ་ཉེ་	NO_POS
བ་	བ་	NOUN
མཁོ་བ་	མཁོ་བ་	VERB
འི་	གི་	PART
ཞལ་ཤེས་	ཞལ་ཤེས་	NO_POS
དམ་པ་	དམ་པ་	VERB
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
གྲག་	གྲག་	VERB
ཀྱིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
དམ་པ་	དམ་པ་	VERB
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
གྲག་	གྲག་	VERB
ཀྱིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
སྒྲོལ་	སྒྲོལ་	VERB
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ཡིད་བཞིན་	ཡིད་བཞིན་	OTHER
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ཁྲིད་	ཁྲིད་	VERB
ཀྱི་	གི་	PART
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
བློ་གྲོས་	བློ་གྲོས་	NOUN
ཀྱིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
འཕོ་བ་	འཕོ་བ་	VERB
མཁའ་སྤྱོད་	མཁའ་སྤྱོད་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཆོ་	ཆོ་	NOUN
སྨྲ་བ་	སྨྲ་བ་	VERB
བློ་བཟང་	བློ་བཟང་	PROPN
བསྟན་པ་	བསྟན་པ་	VERB
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཐེག་པ་	ཐེག་པ་	NOUN
འི་	གི་	PART
འདུལ་བ་	འདུལ་བ་	VERB
དང་	དང་	NO_POS
འགལ་བ་	འགལ་བ་	VERB
འི་	གི་	PART
ཕྱིར་བཅོས་	ཕྱིར་བཅོས་	OTHER
བཞུགས་	བཞུགས་	VERB
ལགས་སོ་	ལགས་སོ་	NO_POS
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
སྒྲ་	སྒྲ་	NOUN
མི་	མི་	PART
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
ཚེ་དབང་	ཚེ་དབང་	PROPN
བྱ་	བྱ་	VERB
ཚུལ་	ཚུལ་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཤཱཀྱའི་		NON_WORD
དགེ་སློང་	དགེ་སློང་	NOUN
ཆོ་	ཆོ་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
སེང་གེ་	སེང་གེ་	NOUN
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
བྲིས་མ་	བྲིས་མ་	NO_POS
དབུ་ཅན་	དབུ་ཅན་	NO_POS
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
འཕགས་མ་	འཕགས་མ་	OTHER
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
ལ་	ལ་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཉི་མ་	ཉི་མ་	NOUN
སྦས་པ་	སྦས་པ་	VERB
ས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
བཞུགས་	བཞུགས་	VERB
